Position Date Time,Longitude,Latitude,Heading,Average Speed
01/01/2023 12:00:00 AM,5.0,5.040904717276439,0,0
01/01/2023 12:01:00 AM,4.841269841269841,5.238123089299098,141,1047
01/01/2023 12:02:00 AM,4.682539682539683,5.677273119436462,160,1933
01/01/2023 12:03:00 AM,4.523809523809524,4.596571498144243,8,4524
01/01/2023 12:04:00 AM,4.365079365079366,4.955726141988199,156,1625
01/01/2023 12:05:00 AM,4.206349206349207,5.084484194134161,129,844
01/01/2023 12:06:00 AM,4.047619047619048,4.864975438130183,35,1120
01/01/2023 12:07:00 AM,3.888888888888889,5.275066408659508,158,1820
01/01/2023 12:08:00 AM,3.73015873015873,5.270464609822906,88,655
01/01/2023 12:09:00 AM,3.571428571428572,4.569000027309737,12,2978
01/01/2023 12:10:00 AM,3.412698412698413,4.95174653644659,157,1715
01/01/2023 12:11:00 AM,3.253968253968254,5.35368426725964,158,1789
01/01/2023 12:12:00 AM,3.095238095238096,4.641073575625374,12,3023
01/01/2023 12:13:00 AM,2.9365079365079367,5.617387832847834,170,4097
01/01/2023 12:14:00 AM,2.7777777777777777,5.661890109665762,105,679
01/01/2023 12:15:00 AM,2.619047619047619,4.738474286469844,9,3881
01/01/2023 12:16:00 AM,2.4603174603174605,4.731751841497126,87,655
01/01/2023 12:17:00 AM,2.301587301587302,4.4272475364630735,27,1421
01/01/2023 12:18:00 AM,2.1428571428571432,4.47369285604994,106,683
01/01/2023 12:19:00 AM,1.984126984126984,4.915834868004732,160,1945
01/01/2023 12:20:00 AM,1.8253968253968256,4.908095247391354,87,655
01/01/2023 12:21:00 AM,1.666666666666667,5.329498148292872,159,1864
01/01/2023 12:22:00 AM,1.507936507936508,4.920216450005747,21,1817
01/01/2023 12:23:00 AM,1.3492063492063493,5.059116721969343,131,871
01/01/2023 12:24:00 AM,1.190476190476191,4.974894002723032,62,742
01/01/2023 12:25:00 AM,1.031746031746032,5.355664478164164,157,1707
01/01/2023 12:26:00 AM,0.8730158730158735,4.948859977111063,21,1808
01/01/2023 12:27:00 AM,0.7142857142857144,4.892623479451945,70,695
01/01/2023 12:28:00 AM,0.5555555555555554,5.078544816728739,139,1011
01/01/2023 12:29:00 AM,0.3968253968253972,4.9817329314147285,58,768
01/01/2023 12:30:00 AM,0.2380952380952381,5.228389523819573,147,1213
01/01/2023 12:31:00 AM,0.0793650793650799,5.124990697419535,56,782
01/01/2023 12:32:00 AM,-0.079365079365079,5.311883716812116,139,1014
01/01/2023 12:33:00 AM,-0.2380952380952381,5.465680341883412,134,913
01/01/2023 12:34:00 AM,-0.3968253968253963,5.569771915393471,123,783
01/01/2023 12:35:00 AM,-0.5555555555555554,4.4304284668432174,7,4765
01/01/2023 12:36:00 AM,-0.7142857142857135,4.96398225022159,163,2305
01/01/2023 12:37:00 AM,-0.8730158730158726,5.017750763909287,108,691
01/01/2023 12:38:00 AM,-1.0317460317460316,4.981012778950904,76,672
01/01/2023 12:39:00 AM,-1.1904761904761898,5.056324943442483,115,725
01/01/2023 12:40:00 AM,-1.3492063492063489,4.474592255147097,15,2497
01/01/2023 12:41:00 AM,-1.507936507936508,4.635168387554175,135,933
01/01/2023 12:42:00 AM,-1.666666666666666,5.37332825026292,167,3127
01/01/2023 12:43:00 AM,-1.825396825396825,5.138145174984763,34,1173
01/01/2023 12:44:00 AM,-1.984126984126984,5.042020183352393,58,766
01/01/2023 12:45:00 AM,-2.1428571428571423,4.800355788254509,33,1196
01/01/2023 12:46:00 AM,-2.3015873015873014,4.867959877795606,113,712
